pid,mji_cat,fav,label,primary_subject,secondary_subjects,link,link_2,desription,online_access,primary_lang,last_check,physical_loc,order,layout,collection,thumbnail,full
mji123,rec_music,,Smithsonian Online Virtual Archives,Recorded Music,Music Industry,https://sova.si.edu/search?q=music&f=topic%3AMusic,,"The Smithsonian Online Virtual Archives provides integrated access to descriptions and detailed inventories of thousands of primary resource collections maintained by archival units across the Smithsonian. The website also gives access to digital content from archival collections, including many focused on music.","Partial, Catalogue",EN,"October, 2023",Washington D.C.,122,mji_item,music_history,/img/derivatives/simple/mji123/thumbnail.jpg,/img/derivatives/simple/mji123/fullwidth.jpg
mji124,rec_music,,Smithsonian Music,Recorded Music,,https://music.si.edu/,,"The Smithsonian’s combined musical resources constitute the world’s largest museum of music. Music is an integral part of the Smithsonian’s connective tissue, spanning a remarkable number and diversity of collections, programs, and exhibitions. This website aggregates access to various digital music-related resources from the Smithsonian including videos, articles, and learning resources.",Full,EN,"October, 2023",Washington D.C.,123,mji_item,music_history,/img/derivatives/simple/mji124/thumbnail.jpg,/img/derivatives/simple/mji124/fullwidth.jpg
mji125,music_pub,,Smithsonian Folkways Magazine,Music Publications,"Folk, Recorded Music",https://folkways.si.edu/magazine,,"Smithsonian Folkways Recordings is the nonprofit record label of the Smithsonian Institution, the national museum of the United States, dedicated to supporting cultural diversity and increased understanding among peoples through the documentation, preservation, and dissemination of sound. 
Among its initiatives is the Folkways Magazine, which features articles and spotlights as well as digital-only video and audio content. The website currently holds archives for the magazine going back to 2009.",Full,EN,"October, 2023",Washington D.C.,124,mji_item,music_history,/img/derivatives/simple/mji125/thumbnail.jpg,/img/derivatives/simple/mji125/fullwidth.jpg
mji126,electronic_music,,Chicago House Music Oral History Project,Electronic Music,House,https://digitalcommons.colum.edu/house/,,"A collection of oral history interviews captured by Dr. Micah Salkind for his book Do You Remember House? Chicago’s Queer of Color Underground and available within the Center for Black Music Research at Chicago’s Columbia University. Currently, the audio files and biographical information are available online with transcripts added when complete.",Full,EN,"October, 2023","Chicago, IL",125,mji_item,music_history,/img/derivatives/simple/mji126/thumbnail.jpg,/img/derivatives/simple/mji126/fullwidth.jpg
mji127,music_pub,,Black Music Research Newsletter,Music Publications,Black Music,https://digitalcommons.colum.edu/cbmrnews/,,"Dr. Samuel A. Floyd, Jr. established the Black Music Research Newsletter in 1977 while at the Project for Research in Black American Music at Southern Illinois University - Carbondale, Illinois, where it was published until summer 1978. The newsletter promoted and encouraged scholarship and culture in Black American music and Black music worldwide. The primary audience and contributors were from the United States, although several pieces were submitted from around the world. The publication originally held four sections: research news; foundation news; questions and answers; and announcement.  This archive, part of the Black Music Research Center at Columbia College Chicago includes copies of every issue published between 1977 and 1990.",Full,EN,"October, 2023","Chicago, IL",126,mji_item,music_history,/img/derivatives/simple/mji127/thumbnail.jpg,/img/derivatives/simple/mji127/fullwidth.jpg
mji128,rec_music,,Blogariddims,Recorded Music,,https://www.weareie.com/2008/04/blogariddims-top-40.html,https://podtail.com/en/podcast/blogariddims/,"Blogariddims was a fortnightly inter-blog podcast started in June 2006, “with the aim of showcasing the high level and variety of selecting, mixing and writing talent in the small corner of the music blogosphere inhabited by nuumskulls, faded-junglists, genre-nerds and bass addicts of every stripe.” The series was “overseen” by Weareie and Paul Autonomic and ran until 2008 when it ended at the 50th episode. Contributors included journalists, DJs, producers, and bloggers such as Wayne Marshall, The Heatwave, John Eden, Grievous Angel, Dan Hancox and Bok Bok, and Zhao covering everything from the genealogy of Crunk to the evolution of UK MCs via Norwegian post-punk, late 2000s grime, ragga, baile funk and much more. 

The entire series is archived in a blog post that includes links to the written accompaniment for every entry. Each episode can be downloaded directly via Feedburner.",Full,EN,"October, 2023. NB: As of this date the original blog and RSS feed is down temporarily.",,127,mji_item,music_history,/img/derivatives/simple/mji128/thumbnail.jpg,/img/derivatives/simple/mji128/fullwidth.jpg
mji129,place_spec,,Irish Pirate Radio Audio Archive,Ireland,Pirate Radio,https://pirate.ie/,,"A free and open archive comprising historical recordings and oral history interviews. Many of the oral histories were gathered at an event for radio anoraks and (former) pirates organised on October 20th 2018 at the Ballsbridge Hotel in Dublin. The site hosts a growing collection of recordings including bandscans, adverts, and jingles accompanied by images and relevant history as well as an ongoing podcast series.",Full,EN,"October, 2023",,128,mji_item,music_history,/img/derivatives/simple/mji129/thumbnail.jpg,/img/derivatives/simple/mji129/fullwidth.jpg
mji130,music_ind,,DX Archive,Music Industry,Pirate Radio,http://dxarchive.com/index.html,,"An ever expanding archive of material and memories from radio dx-ers interested in preserving free radio material. Founded in 1996, the DX archive began with a focus on the Irish pirates of the 70s and 80s before expanding to cover stations from around the world. The site includes indexes of radio stations with detailed histories including text, promotional materials, photographs, and audio downloads.",Full,EN,"October, 2023",,129,mji_item,music_history,/img/derivatives/simple/mji130/thumbnail.jpg,/img/derivatives/simple/mji130/fullwidth.jpg
mji131,place_spec,,The List,Scotland,Arts & Entertainment,https://archive.list.co.uk/,,"The List is a Scottish arts and entertainment magazine founded in 1985. The magazine encompasses a broad scope of arts and culture coverage outside of music including special issues dedicated to Scottish festivals, Edinburgh Festival, and the Eating & Drinking Guide. The online archive has full issues of every issue of the magazine dating back to the first issue in 1985.",Full,EN,"October, 2023",,130,mji_item,music_history,/img/derivatives/simple/mji131/thumbnail.jpg,/img/derivatives/simple/mji131/fullwidth.jpg
mji132,pop_music,,The Bob Dylan Archive,Popular Music,Bob Dylan,http://bobdylanarchive.com/,,"The Bob Dylan Archive is a collection of over 6,000 items representing Bob Dylan’s decades of artistic contribution housed within the University of Tulsa’s Helmerich Center for American Research at Gilcrease Museum. Alongside master recordings of all of Dylan’s music, the archive also has a large collection of notebooks, correspondence, photos, videos, films, session reports, contracts, and more.",None,EN,"October, 2023","Tulsa, OK",131,mji_item,music_history,/img/derivatives/simple/mji132/thumbnail.jpg,/img/derivatives/simple/mji132/fullwidth.jpg
mji133,place_spec,,Hogan Archive of New Orleans Music And New Orleans Jazz,New Orleans,"Jazz, Rhytm & Blues, Ragtime",https://library.tulane.edu/locations/tusc/hogan-archive-new-orleans-music-new-orleans-jazz,,"The Hogan Archive of New Orleans Music and New Orleans Jazz supports the research and study of New Orleans music and culture of the late 19th and 20th centuries forward. Holdings include archival collections, sound recordings, sheet music, photographs, oral histories, and printed materials. The musical cultures of New Orleans represented include, but are not limited to, jazz, ragtime, rhythm and blues, blues, gospel, Creole songs, and other forms of Black American popular music. All materials highlight the culture and communities of the New Orleans region from a music-based perspective, but also comprise multidisciplinary subjects such as American history, ethnic studies, gender studies, architecture, sociology, race and representation, anthropology, cultural studies, marketing, media, and much more. 

Some of the Hogan Archive’s named collections include the Paul Barbarin Collection, Don Marquis Collection, Allison Miner Collection, and Robert Palmer Collection, among several others.","Partial, Catalogue",EN,"October, 2023","New Orleans, LA",132,mji_item,music_history,/img/derivatives/simple/mji133/thumbnail.jpg,/img/derivatives/simple/mji133/fullwidth.jpg
mji134,music_pub,,The Jazz Archivist,Music Publications,"Jazz, New Orleans",https://digitallibrary.tulane.edu/islandora/object/tulane%3Ajazzarchivist?sort=fgs_label_ss%20asc&islandora_solr_search_navigation=0,,"From 1986-2019, The Jazz Archivist served as a newsletter and non-peer reviewed journal covering jazz and New Orleans music. Published by the William Ransom Hogan Jazz Archive, the publication featured articles and updates written by Hogan Archive staff, as well as independent researchers and scholars. This archive includes digital copies of every issue.",Full,EN,"October, 2023","New Orleans, LA",133,mji_item,music_history,/img/derivatives/simple/mji134/thumbnail.jpg,/img/derivatives/simple/mji134/fullwidth.jpg
mji135,place_spec,,South African Music Archive Project,South Africa,"Folk, Recorded Music",https://samap.ukzn.ac.za/,,"Much of South Africa’s music heritage, like that of our political past, is hard to access. Just as people and books were banned and censored, so too was music, sometimes along with the musicians who made it. Much of the material recorded was politically sensitive, or subversive; some of it was never commercially released, and has remained hidden, even forgotten. Troves of local recorded music await identification, digitisation and research. The South African Music Archive Project aims to create an online resource on South African music and associated cultural heritage, so as to promote multidisciplinary research in the field of popular music and culture. This site currently contains approximately 13,000 audio samples and associated metadata from 5 music collections alongside additional projects covering folk music from across the African continent, found sounds, and modern music.",Full,EN,"October, 2023","Durban, South Africa",134,mji_item,music_history,/img/derivatives/simple/mji135/thumbnail.jpg,/img/derivatives/simple/mji135/fullwidth.jpg
mji136,place_spec,,Global Music Archive,Africa & The Americas,Popular Music,https://www.globalmusicarchive.org/,,"The Global Music Archive is a multimedia archive and resource center for traditional and popular song, music, and dance of Africa and North and South America, with particular emphasis on the African Diaspora. It is a public facility that promotes education in African and American traditional and popular music through its own activities and its support for the activities of others. The Archive is housed within the Anne Potter Wilson Music Library in Vanderbilt University's Blair School of Music. It includes public rooms for the study of materials, and audio and video listening and viewing facilities. The archive includes a collection of Ugandan popular music cassette tapes, documentaries, audio, bibliographies, and interviews.","Partial, Catalogue",EN,"October, 2023","Nashville, TN",135,mji_item,music_history,/img/derivatives/simple/mji136/thumbnail.jpg,/img/derivatives/simple/mji136/fullwidth.jpg
mji137,place_spec,,Radio Télévision Guinée Sound Archive,Guinea,Orchestral Music,https://www.radioafrica.com.au/RTG_catalogue.html,,"The Radio Télévision Guinée (RTG) sound archive in Conakry, Guinea, was archived and digitized between 2008 and 2013 by Radio Africa’s Graeme Counsel. The physical archive consisted of thousands of audio reels on 1/4"" magnetic tape, u-Matic videos and 24mm film which have been catalogued and are available online via the British Library’s Sound And Moving Image Catalogue. The physical collection is also available at the Bibliothèque National de Guinée in Conakry. 9,410 songs were archived, spanning the years from 1960 to 2000, with the bulk recorded between 1967 to 1984 at the height of Guinea's Cultural Revolution. This website documents the archival process and includes catalogue and discographies.",Full,EN,"October, 2023","Conakry, Guinea",136,mji_item,music_history,/img/derivatives/simple/mji137/thumbnail.jpg,/img/derivatives/simple/mji137/fullwidth.jpg
mji138,place_spec,,Hispano Music And Culture of The Northern Rio Grande: The Juan B. Rael Collection,New Mexico & Colorado,Folk,https://www.loc.gov/collections/hispano-music-and-culture-from-the-northern-rio-grande/about-this-collection/,,"Hispano Music and Culture of the Northern Rio Grande: The Juan B. Rael Collection is an online presentation of an ethnographic field collection documenting religious and secular music of Spanish-speaking residents of rural Northern New Mexico and Southern Colorado. In 1940, Juan Bautista Rael of Stanford University, a native of Arroyo Hondo, New Mexico, used disc recording equipment supplied by the Archive of American Folk Song (American Folklife Center archive) to document alabados (hymns), folk drama, wedding songs, and dance tunes. The recordings included in the collection were made in Alamosa, Manassa, and Antonito, Colorado, and in Cerro and Arroyo Hondo, New Mexico. In addition to these recordings, the collection includes manuscript materials and publications authored by Rael which provide insight into the rich musical heritage and cultural traditions of this region.",Full,EN,"October, 2023",Washington D.C.,137,mji_item,music_history,/img/derivatives/simple/mji138/thumbnail.jpg,/img/derivatives/simple/mji138/fullwidth.jpg
mji139,music_ind,,Mars FM,Music Industry,"Radio, Dance Music, Rock",http://www.freddysnakeskin.com/marsfm/,,"Launched in 1991, MARS-FM combined two existing stations that broadcast to the Greater Los Angeles / Orange County Metropolitan Area. Nicknamed the “New Music Invasion” it was notable for its blend of dance music, alternative, pop, and rock. This small online archive was launched to celebrate the station’s 25th anniversary and includes details of the various hosts and staff, programming schedule, and a selection of recordings.",Full,EN,"October, 2023",,138,mji_item,music_history,/img/derivatives/simple/mji139/thumbnail.jpg,/img/derivatives/simple/mji139/fullwidth.jpg
mji140,rec_music,,Soul Strut Archive,Recorded Music,,https://www.soulstrut.com/Archive/,,An archival page on the Soul Strut website cataloguing “hand picked records important to the history of Soul Strut.” Each entry features artwork and a small explanation of the record.,Full,EN,"October, 2023",,139,mji_item,music_history,/img/derivatives/simple/mji140/thumbnail.jpg,/img/derivatives/simple/mji140/fullwidth.jpg
mji141,place_spec,,African Music Archives,Africa,Recorded Music,https://www.blogs.uni-mainz.de/fb07-ifeas-ama-eng/,,"Established in 1991 the African Music Archive contains a unique collection of modern African music on records of various formats (shellac and vinyl records, audio and video cassettes, CDs and DVDs). The archive currently holds around 15,000 sound recordings, some of which date back to the 1940s. The archive hosts music from almost all African countries and in particular Ethiopia, Ghana, Cameroon, Congo, Kenya, Nigeria and Tanzania are well represented. In addition, the collection contains more or less representative holdings from almost all countries of Africa, which is still being built up through regular acquisitions. Several thousand newspaper clippings are kept in the clipping collection, which is sorted by country, musical style and musician. The articles, reports, interviews, record reviews, etc. offer a large pool of background material that can be consulted on site. Beyond its academic work, the AMA sees itself as an institution that wants to make information on African music accessible to a broader public.

The physical archive is located at the Johannes Gutenberg-Universität Mainz in Germany.",Catalogue only,EN,"October, 2023","Mainz, Germany",140,mji_item,music_history,/img/derivatives/simple/mji141/thumbnail.jpg,/img/derivatives/simple/mji141/fullwidth.jpg
mji142,place_spec,,International Library of African Music,Africa,,https://www.ru.ac.za/ilam/,https://vital.seals.ac.za/vital/access/manager/Index?site_name=Rhodes%20University%20ILAM,"A research institution devoted to the study of music and oral arts in Africa, ILAM preserves thousands of historical recordings going back to 1929 and supports contemporary fieldwork. The majority of its collections are digitised and accessible on its website and include audio, photographs, and publications. Its journal, African Music, is into its seventh decade. ILAM aims to preserve, record, analyse, archive, teach, publish and promote the music of sub-Saharan Africa, with the object of establishing a theory of music making in Africa and assessing the social, cultural, and artistic values of African music.",Partial,EN,"October, 2023","Eastern Cape, South Africa",141,mji_item,music_history,/img/derivatives/simple/mji142/thumbnail.jpg,/img/derivatives/simple/mji142/fullwidth.jpg
mji143,place_spec,,Berklee College of Music Archives,Berklee,Jazz,https://archives.berklee.edu/,,"The Berklee College of Music Archives documents Berklee's history, activities, and contributions, with additional special collections in jazz and popular music. Areas of emphasis include the Schillinger System of Musical Composition and the history of jazz in Boston. The archives include papers, photographs, and recordings as well as oral histories. The digital collections include the McGinley collection on Duke Ellington, oral histories, and all issues of Berklee Today.","Partial, Catalogue",EN,"October, 2023","Boston, MA",142,mji_item,music_history,/img/derivatives/simple/mji143/thumbnail.jpg,/img/derivatives/simple/mji143/fullwidth.jpg
mji144,music_pub,Y,James Hamilton's Disco Page,Music Publications,"Disco, Music Industry",https://jameshamiltonsdiscopage.com/,,"An archive of James Hamilton’s columns in Record Mirror, from 1975 onwards. The columns were first transcribed by Shootyourshot, from copies of Record Mirror held on microfilm at the New York Public Library, and originally posted on the now defunct forums at discomusic.com. The Record Mirror disco column began on September 21, 1974. Its disco chart started out with 10 places, and expanded to 20 on December 7. James Hamilton took over the column on June 28, 1975. Copies of the column and chart have been made up to the end of 1990. All available columns and charts can be read and browsed on this blog, setup in chronological order alongside image scans, additional historical information, and chart compilations.",Full,EN,"October, 2023",,143,mji_item,music_history,/img/derivatives/simple/mji144/thumbnail.jpg,/img/derivatives/simple/mji144/fullwidth.jpg
mji145,rec_music,Y,The Map of Women Composers,Recorded Music,Women in Music,https://svmusicology.com/mapa/?lang=en,,"An interactive resource that tries to recover, make visible and give value to the figure of women composers. Created and maintained by musicologist and music teacher Sakira Ventura, the interactive website illustrates the global distribution of female composers worldwide, from the 9th century AD to the present, and lets users search for composers in various ways.",Full,EN,"October, 2023",,144,mji_item,music_history,/img/derivatives/simple/mji145/thumbnail.jpg,/img/derivatives/simple/mji145/fullwidth.jpg
mji146,experimental,,Sound Archives of The CNRS - Musée de l’Homme,Found Sounds,Recorded Music,https://archives.crem-cnrs.fr/,,"These sound archives gather commercial and field recordings of music and oral traditions from around the world, from 1900 to the present, in diverse types of media (wax cylinders, 78 rpm, vinyl records, magnetic tapes, audio CDs, born digital records, vidéo). The Center for Research in Ethnomusicology (CREM) manages and disseminates this constantly growing scientific heritage.  The number of recordings available online on the platform is constantly increasing. The archives include over 60,000 field recordings and published materials, covering 199 countries and 1,300 social and ethnic groups. About 29,000 recordings are available for free, while the rest require a request for access.","Partial, Subscription",EN,"October, 2023","Paris, France",145,mji_item,music_history,/img/derivatives/simple/mji146/thumbnail.jpg,/img/derivatives/simple/mji146/fullwidth.jpg
mji147,place_spec,,Song in The Sumatran Highlands,Sumatra,Folk,https://songinthesumatranhighlands.com/song-in-the-sumatran-highlands/index,,"An interactive, interpretative, multimedia digital ethnography and archive that documents and celebrates saluang, a vocal genre from the highlands of West Sumatra, Indonesia.",Full,EN,"October, 2023",,146,mji_item,music_history,/img/derivatives/simple/mji147/thumbnail.jpg,/img/derivatives/simple/mji147/fullwidth.jpg
mji148,place_spec,,Audio Culture,New Zealand,Recorded Music,https://www.audioculture.co.nz/,,"“The noisy library of New Zealand music,” Audio Culture is a repository of interviews, images, audio, and video about New Zealand artists cutting across scenes and genres.",Full,EN,"October, 2023",,147,mji_item,music_history,/img/derivatives/simple/mji148/thumbnail.jpg,/img/derivatives/simple/mji148/fullwidth.jpg
mji149,place_spec,,"Instituto Nacional de Musicología ""Carlos Vega""",Argentina,Folk,https://inmcv.cultura.gob.ar/info/repositorio-digital/,,"The National Institute of Musicology Carlos Vega, located in Buenos Aires, promotes the study of the various musical expressions, past and present, created and practiced in Argentina and other Latin American countries. It features a library, archives, instruments museum and music library. Its digital collections include sheet music and publications. El objetivo del Instituto es el estudio de las diversas expresiones musicales, pasadas y presentes, creadas y practicadas en la Argentina y en otros países latinoamericanos. Las funciones del Instituto son la producción de conocimiento musicológico, junto al resguardo y generación de fondos patrimoniales.","Partial, Catalogue",AR,"October, 2023","Buenos Aire, Argentina",148,mji_item,music_history,/img/derivatives/simple/mji149/thumbnail.jpg,/img/derivatives/simple/mji149/fullwidth.jpg
mji150,place_spec,,Latin American Electroacoustic Music Collection,Latin American Music,Electroacoustic Music,https://www.fondation-langlois.org/html/e/page.php?NumPage=556,,"Latin American electroacoustic music has a long, interesting, strong and prolific history, but it’s a history that is little known even within the region itself. Many composers born or living in Latin America have been very active in this field, going back as far as some 50 years in some countries, but the availability of electroacoustic music recordings and information in Latin America has been a problem for educators, composers, performers, researchers, students and the general public. This archive has been developed as a response to this problem and includes historical context, over 500 compositions, biographies, interviews, and graphic materials.",Full,EN,"October, 2023",,149,mji_item,music_history,/img/derivatives/simple/mji150/thumbnail.jpg,/img/derivatives/simple/mji150/fullwidth.jpg
mji151,place_spec,,Afromix,Africa & The Caribbean,Recorded Music,https://www.afromix.org/html/musique/index.en.html,,"An online portal for African and Caribbean Cultures related information, including an extensive discographic database on African and Caribbean music. Nearly 3,000 artists and more than 8,000 albums are referenced, organized by musical styles, country, instruments, labels and years.",Full,EN,"October, 2023",,150,mji_item,music_history,/img/derivatives/simple/mji151/thumbnail.jpg,/img/derivatives/simple/mji151/fullwidth.jpg
mji152,electronic_music,,Archives of Brazilian Symposium on Computer Music,Electronic Music,Brazil,http://compmus.ime.usp.br/sbcm/,,"Online archive containing links to all previous editions of the Brazilian Symposium on Computer Music (SBCM) and access to all digital content made available in each year, including the websites, proceedings, and full papers.",Full,EN,"October, 2023",,151,mji_item,music_history,/img/derivatives/simple/mji152/thumbnail.jpg,/img/derivatives/simple/mji152/fullwidth.jpg
mji153,place_spec,,National Cultural Audiovisual Archives (India),India,"Recorded Music, Audiovisual",https://ncaa.gov.in/repository/,,"The National Cultural Audiovisual Archives aims to ensure long-term access to the oral traditions, performing arts, ritual and cultural practices and traditional knowledge systems of India in audiovisual form. It presents unpublished, non-commercial audio-video recordings from governmental and non-governmental institutions across the country in an attempt to provide open access to the cultural heritage of India as enshrined in these recordings. The archives feature over 20,000 digitized items including 78rpm, cassettes, CDs, film reels, and more.",Full,EN,"October, 2023",,152,mji_item,music_history,/img/derivatives/simple/mji153/thumbnail.jpg,/img/derivatives/simple/mji153/fullwidth.jpg
mji154,electronic_music,,Dance Music Archive,Electronic Music,,https://www.dancemusicarchive.com/,,"The Dance Music Archive is a multi-platform home to hear, record, read and celebrate the rich history of dance and electronic music. It's a website, a weekly radio programme, and online community, which brings together 30 years of electronic music history through DJ mixes, radio shows, live sets, festival broadcasts, lost tapes, blogs, artwork, magazines and forgotten recordings. The website currently features a timeline of dance music with text, audio, and images arranged by year as well as a copy of the MUZIK magazine archive.",Full,EN,"October, 2023",,153,mji_item,music_history,/img/derivatives/simple/mji154/thumbnail.jpg,/img/derivatives/simple/mji154/fullwidth.jpg
mji155,electronic_music,Y,The Pinewalk Collection,Electronic Music,Disco,https://www.mixcloud.com/pinewalkcollection/,,Over 200 recordings of DJ sets from Fire Island Pines & New York City from 1981-1999. These tapes were found in a purchased house on Pine Walk. There are well over 200 tapes in total and they are being carefully digitized and remastered and offered to stream for free on Mixcloud witn permission from all of the living DJs.,Full,EN,"October, 2023",,154,mji_item,music_history,/img/derivatives/simple/mji155/thumbnail.jpg,/img/derivatives/simple/mji155/fullwidth.jpg
mji156,country_folk,,Lynn Abbott Interviews,Folk,Gospel,https://digitallibrary.tulane.edu/islandora/object/tulane%3Aabbott,,"Author and historian Lynn Abbott conducted interviews from 1981 through 1995 documenting the Black acapella gospel quartet singing tradition in New Orleans, Alabama, and Mississippi from the 1920s. Interviewees include local New Orleans and regional gospel singers, performers, ensembles, vocal coaches and educators, several who are also reverends. Interviewees describe the development of their gospel sounds, styles, influences, performances, and formations of quartets. Several interviews spotlight the evolution of gospel quartets and their popularity while touring and recording, including the shift from acapella singing to a ""modern quartet"" with electric guitar, bass, and drum accompaniment.",Full,EN,"October, 2023","New Orleans, LA",155,mji_item,music_history,/img/derivatives/simple/mji156/thumbnail.jpg,/img/derivatives/simple/mji156/fullwidth.jpg
mji157,pop_music,,Laurraine Goreau Interviews & Archive,Popular Music,"Mahalia Jackson, Gospel",https://digitallibrary.tulane.edu/islandora/object/tulane%3Agoreau,,"The interviews from the Laurraine Goreau collection were recorded by Goreau from 1971 to 1975 during her research into the life of Mahalia Jackson for her 1975 authorized biography of Jackson, Just Mahalia, Baby. The interviews chronicle the life of Mahalia Jackson, the popular New Orleans-born vocalist and civil rights activist known worldwide as the “Queen of Gospel.” The interviews include details about Jackson’s life, including her childhood, marriage, health, singing and music career, religious engagement, political engagement, and accomplishments up until her death in 1972. Interviewees include musicians and singers that worked closely and toured with Jackson, her extended family, members of the religious community, musicians, entertainers, politicians, and activists.",Full,EN,"October, 2023","New Orleans, LA",156,mji_item,music_history,/img/derivatives/simple/mji157/thumbnail.jpg,/img/derivatives/simple/mji157/fullwidth.jpg
mji158,country_folk,,Sound Archives of The Institute For Musicology,Folk,Hungary,https://hungaricana.hu/en/databases/zti/,,"The Institute for Musicology Sound Archives contain documents and recordings from the Folk Music Research Group of the Hungarian Academy of Sciences relating to folk music and folk dance as well as recordings on the musical, game and dance traditions of almost fifty cultures from all over the world (mainly Europe, Asia, Oceania, Africa, South America) in the time frame of 1896–2004.",Full,EN,"October, 2023","Budapest, Hungary",157,mji_item,music_history,/img/derivatives/simple/mji158/thumbnail.jpg,/img/derivatives/simple/mji158/fullwidth.jpg
mji159,music_pub,,Archived Music Press,Music Publications,England,https://archivedmusicpress.wordpress.com/,,"Blogspot repository of scans from the Melody Maker and NME circa 87-96. Includes categories for reviews, features, and advertisements among others.",Full,EN,"October, 2023",,158,mji_item,music_history,/img/derivatives/simple/mji159/thumbnail.jpg,/img/derivatives/simple/mji159/fullwidth.jpg
mji160,punk_hard_met,,Hate5six,Punk,Hardcore,https://hate5six.com/,,"This project stands for the redistribution of high-quality live music videos in as much of an anti-capitalist framework as realistically allowable. At its crux, music is the communication of ideas through rhythm and sound. The introduction of money into the equation invariably obscures that connection. In an era when the turnover rate in the community is staggeringly high, this site serves as a vehicle for preservation and posterity. Institutional memory is key in any setting, and hardcore is no exception. A band's live performance tells a story about a particular moment in time relative to a particular audience. The intention here is to share that story with people who could not be there to experience it, both physically and temporally, or with those who have no conception of what hardcore is. The website features a database of 100s of videos searchable by band, venue, or city.",Full,EN,"October, 2023",,159,mji_item,music_history,/img/derivatives/simple/mji160/thumbnail.jpg,/img/derivatives/simple/mji160/fullwidth.jpg
mji161,punk_hard_met,,Circulation Zero,Punk,"California, New York, Boston",https://www.circulationzero.com/,,"A personal project by Ryan Richardson in archiving punk fanzines not available elsewhere. Includes complete runs of Slash and No Mag (Los Angeles), Damage (San Francisco), and Dry (NYC) and an incomplete run of Boston Rock. All zines are available as zips with files in PDF format.",Full,EN,"October, 2023",,160,mji_item,music_history,/img/derivatives/simple/mji161/thumbnail.jpg,/img/derivatives/simple/mji161/fullwidth.jpg
mji162,music_pub,,Star,Music Publications,"Rock, Los Angeles",https://www.star1973.com/,,"A complete, free archive of Star magazine (1973), a little-known magazine from Los Angeles focused on the city’s groupie scene that only ran for 5 issues. A project of Ryan Richardson who also maintains Rockscenester and CirculationZero. Originally available using Flash flip book functionality the website is now a single, searchable PDF file.",Full,EN,"October, 2023",,161,mji_item,music_history,/img/derivatives/simple/mji162/thumbnail.jpg,/img/derivatives/simple/mji162/fullwidth.jpg
mji163,electronic_music,,Luke Rowell Digital Music Collection,Electronic Music,"Vaporwave, New Zealand",https://tiaki.natlib.govt.nz/#details=ecatalogue.1033472,,"A project of the National Library of New Zealand, the Luke Rowell Digital Music Collection aims to preserve NZ’s music production heritage by archiving “a comprehensive array of digital production and master files relating to his acclaimed vaporwave album Buy Now (2015).” All files are available with a Creative Commons BY-NC-SA licence to allow remixing and reuse. Audio material includes stems, MIDI, samples, as well as mastered and unmastered mixes. The collection also contains supporting documentation created by Rowell in 2020 outlining the album's session or plugin settings, file structure, and technical metadata.",Full,EN,"October, 2023",,162,mji_item,music_history,/img/derivatives/simple/mji163/thumbnail.jpg,/img/derivatives/simple/mji163/fullwidth.jpg
mji164,electronic_music,,Beta Lounge Archive,Electronic Music,Internet Radio,https://betalounge.com/archive/,,The Beta Lounge is an experimental online music showcase based in San Francisco and active since 1996. Their online archive includes hundreds of shows by artists worldwide available by year and streamable on their website.,Full,EN,"October, 2023",,163,mji_item,music_history,/img/derivatives/simple/mji164/thumbnail.jpg,/img/derivatives/simple/mji164/fullwidth.jpg
mji165,electronic_music,,dublab,Electronic Music,"Los Angeles, Internet Radio",https://www.dublab.com/archive,https://www.dublab.com/projects,"dublab is a non-profit radio station and cultural incubator based in Los Angeles and active since 1999, broadcasting online and holding events locally and globally. The website features an extensive archive of shows since the station’s inception alongside various online, multimedia projects that aim to extend its broadcasting ethos.",Full,EN,"October, 2023",,164,mji_item,music_history,/img/derivatives/simple/mji165/thumbnail.jpg,/img/derivatives/simple/mji165/fullwidth.jpg
mji166,place_spec,,British Library Sound Archive of World Music,Recorded Music,Ethnographic Recordings,https://sounds.bl.uk/categories/world-and-traditional-music,,"The British Library holds one of the world’s largest collections of field recordings of musical traditions from around the world. The collection includes recordings of sacred rites and ceremonies, instrumental traditions and folk songs, dance and oral literature. Some of the items also include interviews and conversations with musicians about their repertoires and performances. Over 40,000 items are available to listen to on the website.",Full,EN,"October, 2023. NB: As of this date the National Library website is partially offline due to ongoing technical difficulties.","London, England",165,mji_item,music_history,/img/derivatives/simple/mji166/thumbnail.jpg,/img/derivatives/simple/mji166/fullwidth.jpg
mji167,place_spec,,Indigenous Material at The American Philosophical Society,The Americas,,https://indigenousguide.amphilsoc.org/,,"This guide provides broad coverage of the Native American and Indigenous archival collections at the Library & Museum of the American Philosophical Society (APS). These materials date from 1553 to 2020 and include manuscript, audio, and visual materials relating to Indigenous peoples throughout the Americas. Access to the digitized audio is available through a request process.","Partial, Catalogue",EN,"October, 2023","Philadelphia, PA",166,mji_item,music_history,/img/derivatives/simple/mji167/thumbnail.jpg,/img/derivatives/simple/mji167/fullwidth.jpg
mji168,place_spec,,The Audio Foundation Oral Histories,New Zealand,Experimental Music,http://www.audiofoundation.org.nz/oral-histories-interviews-publications,,Interviews with and essays/works by a range of figures involved in New Zealand experimental music. Available as PDF.,Full,EN,"October, 2023",,167,mji_item,music_history,/img/derivatives/simple/mji168/thumbnail.jpg,/img/derivatives/simple/mji168/fullwidth.jpg
